"x"
155.10000000473
161.336607680439
156.094519097426
154.015323038645
154.830632275579
156.017613385701
152.56252893467
145.039931076334
145.991097823045
150.75936926335
150.03641515277
152.086781820498
150.920567483643
151.767378108125
147.765618334618
146.568108879149
152.629242728656
154.940422582167
152.916449029301
152.943689575366
154.309998470937
155.14764924039
155.247534569187
154.874499559566
156.970150368289
157.767102171195
162.067721242328
172.218587404014
171.938067376419
173.44443044117
172.921195376982
168.250787587158
166.663971417341
173.877374393401
254.684774116997
253.122704991449
250.550874265084
249.923840507538
254.844339568924
248.249751748802
250.301377503779
254.123426353182
250.093835547384
251.893212891663
257.416291254009
252.791869304922
254.690652213595
252.202526711106
251.573989908581
252.974153424501
254.356082170226
257.202624496413
259.544910510307
253.924915648489
255.815935315043
256.904304751398
256.680582967407
255.522387283012
256.663978290708
258.179767066579
258.786390696101
258.97460892587
256.20603662559
254.71434540207
255.61026952466
251.630750666019
251.998841593218
253.608768273516
250.88853780616
249.051946668526
252.560870381383
262.791617125152
298.812319789423
300.623336455021
297.528441507282
294.74870848533
296.155515502401
296.007399581248
299.86002261512
295.92594282869
296.382761778329
294.820349414587
295.011703282916
293.16936298645
291.947200153627
290.847510640535
289.528440141402
289.167803581422
288.917497169631
285.194235164582
280.223774327418
280.207177544726
282.325603715965
283.041749256084
195.811959067703
195.872101654863
